Authors,Title,CitationKey,Original_Search,Forward_Search,Backward_Search,1991,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,HCSS,HPS,IE,MI,ORMS,TandO,JCR_None,Article,Conference_Paper,Data_Driven,Collaberation,Primary_Data,Secondary_Data,Expert_Opinion,Theoretical,Conceptualised,Implemented,Africa,Asia,Europe,North_America,Oceania,South_America,No_Continent,Academia,Authorities,Commerce,Grants,Health_Services,No_Mention,No_Funder,Fractures,Sports,Spine,Pediatrics,Shoulder,Elbow,Hands,Foot_and_Ankle,Knee,Hip,General,Acute,Chronic,CA_Surgical,Primary_Care,Secondary_Care,Tertiary_Care,Community_Care,Patient_Progression_Care,No_Care_Area,Clinical,Department,Hospital,Patient_Assessment,Outpatients,Inpatients,Pathway_Surgery,Post_Surgery,Rehab,Follow_Up,Decision_Making,Patient,Provider,Societal,Evaluating,Forecasting,Improving,Decision_Analysis,Graph_Theory,Heuristics,Markov_Model,MCDM,Optimisation,Queuing_Theory,Simulation,Soft_OR,Statistical,ABM,AHP,Break_Even,Decision_Tree,Delphi,DES,Genetic_Algorithm,Goal_Programming,Integer_Programming,Knapsack,Mathematical_Model,Microsimulation,MILP,Markov_Method,Monte_Carlo,Neighbourhood,PSO,Queuing_Model,Scatter_Search,SNA,Statistical_Analysis,SD,Tabu_Search,Delphi2nd,DES2nd,Forecasting2nd,Microsimulation2nd,Monte2nd,Sensitivity2nd,Simulation2nd,NoSecond,Cost,Health,Time,Strategic,Tactical,Operational_Offline,Operational_Online,No_Planning,Bed_Management,Capacity_Planning,Cost_Analysis,Cost_Effectiveness,Cost_Utility,Expected_Value,Health_Utility,Location_Planning,Manufacturing,Medical_Decision,Medical_Simulation,Patient_Scheduling,Risk_Benefit,Staff_Utilisation,System_Design
"Dahmen, J.; Bayer, S.; Toale, J.; Mulvin, C.; Hurley, E. T.; Batista, J.; Berlet, G. C.; DiGiovanni, C. W.; Ferkel, R. D.; Hua, Y.; Kearns, S.; Lee, J. W.; Pearce, C. J.; Pereira, H.; Prado, M. P.; Raikin, S. M.; Schon, L. C.; Stone, J. W.; Sullivan, M.; Takao, M.; Valderrabano, V.; van Dijk, C. N.; Ali, Z.; Altink, J. N.; Buda, R.; Calder, J. D. F.; Davey, M. S.; Dâ€™Hooghe, P.; Gianakos, A. L.; Giza, E.; Glazebrook, M.; Hangody, L.; Haverkamp, D.; Hintermann, B.; Hogan, M. V.; Hunt, K. J.; Hurley, D. J.; Jamal, M. S.; Karlsson, J.; Kennedy, J. G.; Kerkhoffs, G. M. M. J.; Lambers, K. T. A.; McCollum, G.; Mercer, N. P.; Nunley J.A., I. I.; Paul, J.; Savage-Elliott, I.; Shimozono, Y.; Stufkens, S. A. S.; Thermann, H.; Thordarson, D.; Vannini, F.; van Bergen, C. J. A.; Walls, R. J.; Walther, M.; Yasui, Y.; Younger, A. S. E.; Murawski, C. D.",Osteochondral Lesions of the Tibial Plafond and Ankle Instability With Ankle Cartilage Lesions: Proceedings of the International Consensus Meeting on Cartilage Repair of the Ankle,Dahmen2022448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Dakin, H.; Eibich, P.; Beard, D.; Gray, A.; Price, A.",The use of patient-reported outcome measures to guide referral for hip and knee arthroplasty: Part 2: A cost-effectiveness analysis,Dakin2020950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Davis, E. N.; Chung, K. C.; Kotsis, S. V.; Lau, F. H.; Vijan, S.",A cost/utility analysis of open reduction and internal fixation versus cast immobilization for acute nondisplaced mid-waist scaphoid fractures,Davis2006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Dawoud, D. M.; Wonderling, D.; Glen, J.; Lewis, S.; Griffin, X.; Hunt, B. J.; Stansby, G.; Reed, M.; Rossiter, N.; Chahal, J. K.; Sharpin, C.; Barry, P.",Cost-utility analysis of venous thromboembolism prophylaxis strategies for people undergoing elective total hip and total knee replacement surgeries in the english national health service,Dawoud2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Dayton P., DeVries J.G., Landsman A., Meyr A., Schweinberger M.",American college of foot and ankle surgeons' clinical consensus statement: Perioperative prophylactic antibiotic use in clean elective foot surgery,Dayton2015273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DeFrancesco, C. J.; Lebrun, D. G.; Molony J.T., Jr.; Heath, M. R.; Fabricant, P. D.",Safer and Cheaper: An Enhanced Milestone-Based Return to Play Program After Anterior Cruciate Ligament Reconstruction in Young Athletes Is Cost-Effective Compared With Standard Time-Based Return to Play Criteria,DeFrancesco2020a,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Dehlendorff C., Kulahci M., Andersen K.K.",Analysis of computer experiments with multiple noise sources,Dehlendorff2010137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Di Tanna, G. L.; Ferro, S.; Cipriani, F.; Bordini, B.; Stea, S.; Toni, A.; Silipo, F.; Pirini, G.; Grilli, R.","Modeling the cost-effectiveness for cement-less and hybrid prosthesis in total hip replacement in emilia romagna, Italy",DiTanna2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Diaz-Ledezma C., Higuera C.A., Parvizi J.",Success after treatment of periprosthetic joint infection: A delphi-based international multidisciplinary consensus infection,Diaz-Ledezma20132374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Diaz-Ledezma, C.; Lichstein, P. M.; Dolan, J. G.; Parvizi, J.",Diagnosis of Periprosthetic Joint Infection in Medicare Patients: Multicriteria Decision Analysis,Diaz-Ledezma20143275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Diaz-Ledezma, C.; Parvizi, J.",Surgical approaches for cam femoroacetabular impingement: The use of multicriteria decision analysis hip,DiazLedezma2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Diermeier T., Rothrauff B.B., Engebretsen L., Lynch A.D., Ayeni O.R., Paterno M.V., Xerogeanes J.W., Fu F.H., Karlsson J., Musahl V., Svantesson E., Hamrin Senorski E., Rauer T., Meredith S.J., The Panther Symposium ACL Treatment Consensus Group",Treatment after anterior cruciate ligament injury: Panther Symposium ACL Treatment Consensus Group,Diermeier20202390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Dong H., Buxton M.",Early assessment of the likely cost-effectiveness of a new technology: A Markov model with probabilistic sensitivity analysis of computer-assisted total knee replacement,Dong2006191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Dong, H.; Coyle, D.; Buxton, M.",Value of information analysis for a new technology: Computer-assisted total knee replacement,Dong2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Dornan G.J., Katthagen J.C., Tahal D.S., Petri M., Greenspoon J.A., Denard P.J., Burkhart S.S., Millett P.J.",Cost-Effectiveness of Arthroscopic Rotator Cuff Repair Versus Reverse Total Shoulder Arthroplasty for the Treatment of Massive Rotator Cuff Tears in Patients With Pseudoparalysis and Nonarthritic Shoulders,Dornan2017716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Dranitsaris, G.; Stumpo, C.; Smith, R.; Bartle, W.",Extended dalteparin prophylaxis for venous thromboembolic events: Cost-utility analysis in patients undergoing major orthopedic surgery,Dranitsaris2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Drummond, M.; Aristides, M.; Davies, L.; Forbes, C.",Economic evaluation of standard heparin and enoxaparin for prophylaxis against deep vein thrombosis in elective hip surgery,Drummond1994,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Duran, A.; Sengupta, N.; Diamantopoulos, A.; Forster, F.; Kwong, L.; Lees, M.",Cost effectiveness of rivaroxaban versus enoxaparin for prevention of post-surgical venous thromboembolism from a US payer's perspective,Duran2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Durojaiye, A.; Fackler, J.; McGeorge, N.; Webster, K.; Kharrazi, H.; Gurses, A.",Examining Diurnal Differences in Multidisciplinary Care Teams at a Pediatric Trauma Center Using Electronic Health Record Data: Social Network Analysis,Durojaiye2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ebadi A., Tighe P.J., Zhang L., Rashidi P.",DisTeam: A decision support tool for surgical team selection,Ebadi201716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Eckman, M. H.; Wong, J. B.; Pauker, S. G.; Greenfield, S.; Dukes, K.; Kaplan, S.; Sullivan, L.; Mackey, W. C.",Foot Infections in Diabetic Patients: Decision and Cost-effectiveness Analyses,Eckman1995,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Edwards D.S., Phillip R.D., Bosanquet N., Bull A.M.J., Clasper J.C.",What Is the Magnitude and Long-term Economic Cost of Care of the British Military Afghanistan Amputee Cohort?,Edwards20152848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Elbuluk, A. M.; Slover, J.; Anoushiravani, A. A.; Schwarzkopf, R.; Eftekhary, N.; Vigdorchik, J. M.",The cost-effectiveness of dual mobility in a spinal deformity population with high risk of dislocation: A computer-based model,Elbuluk2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Epinette J.-A., Lafuma A., Robert J., Doz M.",Cost-effectiveness model comparing dual-mobility to fixed-bearing designs for total hip replacement in France,Epinette2016143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Everhart, J. S.; Campbell, A. B.; Abouljoud, M. M.; Kirven, J. C.; Flanigan, D. C.",Cost-efficacy of Knee Cartilage Defect Treatments in the United States,Everhart2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Farshad, M.; Gerber, C.; Meyer, D. C.; Schwab, A.; Blank, P. R.; Szucs, T.",Reconstruction versus conservative treatment after rupture of the anterior cruciate ligament: Cost effectiveness analysis,Farshad2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Faucett S.C., Geisler B.P., Chahla J., Krych A.J., Kurzweil P.R., Garner A.M., Liu S., LaPrade R.F., Pietzsch J.B.",Meniscus Root Repair vs Meniscectomy or Nonoperative Management to Prevent Knee Osteoarthritis After Medial Meniscus Root Tears: Clinical and Economic Effectiveness,Faucett2019762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Fawsitt C.G., Thom H.H.Z., Hunt L.P., Nemes S., Blom A.W., Welton N.J., Hollingworth W., López-López J.A., Beswick A.D., Burston A., Rolfson O., Garellick G., Marques E.M.R.",Choice of Prosthetic Implant Combinations in Total Hip Replacement: Cost-Effectiveness Analysis Using UK and Swedish Hip Joint Registries Data,Fawsitt2019303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
